RowId,Location
1,66.91048431396484
2,38.21562576293945
3,29.775348663330078
4,36.447628021240234
5,60.680023193359375
6,38.50098419189453
7,73.37779998779297
8,39.371612548828125
9,35.67278289794922
10,37.39781951904297
11,22.69835090637207
12,37.17242431640625
13,57.052467346191406
14,26.12636947631836
15,80.78571319580078
16,30.360353469848633
17,40.39421081542969
18,24.893768310546875
19,15.293024063110352
20,27.892906188964844
21,49.89067840576172
22,51.417640686035156
23,63.63194274902344
24,76.76154327392578
25,31.512100219726562
26,75.66754913330078
27,48.42909622192383
28,68.45680236816406
29,48.17323303222656
30,84.6567153930664
31,68.1301040649414
32,36.46116256713867
33,27.538122177124023
34,37.09177780151367
35,61.18696975708008
36,37.23279571533203
37,74.37966918945312
38,36.672943115234375
39,33.74192810058594
40,37.721073150634766
41,20.9030704498291
42,38.125152587890625
43,56.70206069946289
44,31.08723258972168
45,80.62958526611328
46,28.605026245117188
47,36.44306945800781
48,31.179622650146484
49,13.907045364379883
50,30.621135711669922
51,48.963768005371094
52,58.78435134887695
53,65.05139923095703
54,76.4002914428711
55,33.5794563293457
56,77.6419677734375
57,48.984169006347656
58,72.9418716430664
59,49.86012268066406
60,88.69568634033203
61,66.1625747680664
62,36.33079528808594
63,30.984968185424805
64,38.108436584472656
65,59.948848724365234
66,37.280025482177734
67,72.23833465576172
68,36.73802185058594
69,37.17078399658203
70,38.44245910644531
71,24.736957550048828
72,38.879268646240234
73,58.227264404296875
74,30.107563018798828
75,76.53382873535156
76,29.900209426879883
77,38.70515823364258
78,31.34552764892578
79,19.58824348449707
80,33.42168045043945
81,48.48549270629883
82,57.4008903503418
83,63.083553314208984
84,75.59051513671875
85,36.23839569091797
86,76.32785034179688
87,49.229705810546875
88,73.51101684570312
89,49.52694320678711
90,83.5009536743164
91,66.20955657958984
92,38.78008270263672
93,31.142559051513672
94,40.1706428527832
95,59.356204986572266
96,40.033348083496094
97,72.8370361328125
98,39.92788314819336
99,37.08033752441406
100,40.932403564453125
101,23.907312393188477
102,42.14421463012695
103,56.604713439941406
104,30.301794052124023
105,78.66169738769531
106,31.679630279541016
107,38.34136962890625
108,31.151615142822266
109,17.28147315979004
110,35.152313232421875
111,48.40700149536133
112,53.28862380981445
113,64.79067993164062
114,78.2447738647461
115,33.63636779785156
116,79.27919006347656
117,48.52398681640625
118,71.60652160644531
119,49.299007415771484
120,82.1983871459961
121,67.32069396972656
122,37.14528274536133
123,28.101163864135742
124,38.50056838989258
125,60.607704162597656
126,37.475135803222656
127,73.722412109375
128,38.3888053894043
129,34.5952033996582
130,38.44293975830078
131,21.433698654174805
132,40.49836730957031
133,56.94956970214844
134,27.241371154785156
135,79.71134948730469
136,29.05584716796875
137,36.97522735595703
138,27.993858337402344
139,14.52000617980957
140,32.42726516723633
141,48.63972854614258
142,52.57957458496094
143,64.23795318603516
144,77.7744140625
145,34.044166564941406
146,78.83275604248047
147,48.710052490234375
148,70.3267593383789
149,49.50954055786133
150,86.65584564208984
151,66.98291778564453
152,37.03022003173828
153,28.955028533935547
154,37.3726921081543
155,59.479522705078125
156,37.362586975097656
157,74.49810791015625
158,38.208560943603516
159,36.19945526123047
160,37.703006744384766
161,21.378950119018555
162,38.61235427856445
163,55.57044982910156
164,29.869985580444336
165,80.7180404663086
166,30.287580490112305
167,39.8511962890625
168,30.04082489013672
169,15.491947174072266
170,30.776437759399414
171,48.419124603271484
172,52.442344665527344
173,64.07503509521484
174,76.6816635131836
175,32.75083541870117
176,77.0854263305664
177,48.11768341064453
178,72.66171264648438
179,48.12586212158203
180,84.60357666015625
181,66.87822723388672
182,34.94587326049805
183,25.022184371948242
184,35.27062225341797
185,60.349300384521484
186,36.031551361083984
187,74.09716033935547
188,36.40122985839844
189,33.03214645385742
190,36.21604537963867
191,17.7174015045166
192,36.519588470458984
193,60.18671417236328
194,25.496152877807617
195,80.71286010742188
196,27.480052947998047
197,37.73052215576172
198,25.02475357055664
199,10.065316200256348
200,28.170257568359375
201,52.56337356567383
202,53.48939895629883
203,63.78215026855469
204,77.93302917480469
205,31.72075843811035
206,78.2873764038086
207,50.17314147949219
208,71.13921356201172
209,49.40011215209961
210,85.59374237060547
211,67.883544921875
212,36.62611770629883
213,30.09309959411621
214,36.51280975341797
215,61.509578704833984
216,37.178802490234375
217,73.71919250488281
218,37.18207550048828
219,35.74953842163086
220,37.0743522644043
221,23.839780807495117
222,37.30640411376953
223,57.2880973815918
224,30.24317169189453
225,80.05613708496094
226,29.411855697631836
227,38.91543960571289
228,29.922836303710938
229,17.44584083557129
230,29.55634117126465
231,49.677764892578125
232,53.97958755493164
233,63.80818557739258
234,74.66320037841797
235,34.23258972167969
236,75.17832946777344
237,49.015464782714844
238,70.34967803955078
239,48.9488525390625
240,82.38056182861328
241,65.36894226074219
242,39.66287612915039
243,31.853038787841797
244,37.85592269897461
245,59.697792053222656
246,40.2663688659668
247,71.56328582763672
248,40.5435905456543
249,37.30034637451172
250,39.14715576171875
251,25.53194808959961
252,38.1956672668457
253,56.16001510620117
254,30.722978591918945
255,79.83895874023438
256,33.20481491088867
257,41.592247009277344
258,29.77718734741211
259,17.52288818359375
260,30.344741821289062
261,47.51575469970703
262,58.067832946777344
263,61.429588317871094
264,77.18866729736328
265,32.17794418334961
266,75.94515228271484
267,47.00052261352539
268,70.70671844482422
269,46.55952072143555
270,86.3962631225586
271,66.77896118164062
272,36.46220016479492
273,30.296924591064453
274,35.75345230102539
275,60.16007995605469
276,37.41098403930664
277,73.44683074951172
278,37.709625244140625
279,36.70570755004883
280,36.96144485473633
281,23.4544677734375
282,36.847389221191406
283,58.53062057495117
284,26.312355041503906
285,80.24872589111328
286,30.362043380737305
287,38.73725509643555
288,25.766199111938477
289,16.557693481445312
290,29.68366813659668
291,48.98749923706055
292,54.1364860534668
293,63.277198791503906
294,74.51876068115234
295,33.13182830810547
296,74.08621215820312
297,48.40183639526367
298,68.07756042480469
299,48.505001068115234
300,82.26818084716797
301,68.15733337402344
302,39.872737884521484
303,31.00141716003418
304,36.86988067626953
305,62.342105865478516
306,39.96084976196289
307,74.44841766357422
308,41.19294357299805
309,36.72853088378906
310,37.99687957763672
311,24.68072509765625
312,37.094058990478516
313,58.9389762878418
314,31.899343490600586
315,82.21998596191406
316,34.411163330078125
317,41.285499572753906
318,30.32533073425293
319,17.997220993041992
320,29.16385269165039
321,49.47134780883789
322,53.847503662109375
323,61.32179641723633
324,79.64569091796875
325,33.409751892089844
326,77.67127990722656
327,47.99147033691406
328,71.71138763427734
329,46.69174575805664
330,86.95769500732422
331,66.36178588867188
332,38.686134338378906
333,31.717016220092773
334,38.15269470214844
335,60.49676513671875
336,39.49087142944336
337,72.79080200195312
338,39.66936111450195
339,37.71575927734375
340,39.103111267089844
341,25.38329315185547
342,38.881591796875
343,55.92341995239258
344,30.666231155395508
345,80.15046691894531
346,33.50360107421875
347,43.08281326293945
348,30.365877151489258
349,17.961828231811523
350,32.61798858642578
351,49.42988586425781
352,57.52444076538086
353,62.72349166870117
354,78.59142303466797
355,34.4244270324707
356,78.41355895996094
357,48.91068649291992
358,73.63030242919922
359,48.67842483520508
360,84.7738265991211
361,66.29090881347656
362,37.15310287475586
363,30.108827590942383
364,36.190208435058594
365,60.637535095214844
366,37.7202033996582
367,71.77088165283203
368,36.982234954833984
369,35.23876190185547
370,37.00226974487305
371,24.175884246826172
372,36.0595588684082
373,57.62857437133789
374,30.116573333740234
375,77.92546081542969
376,28.289514541625977
377,38.56318283081055
378,29.552642822265625
379,17.855817794799805
380,27.448118209838867
381,47.6563606262207
382,65.05008697509766
383,60.94805908203125
384,77.65525817871094
385,32.47684097290039
386,76.95134735107422
387,46.9003791809082
388,73.38188171386719
389,46.23763656616211
390,86.07044982910156
391,65.54130554199219
392,37.060791015625
393,25.371662139892578
394,35.82401657104492
395,59.77004623413086
396,36.907108306884766
397,72.42233276367188
398,38.1210823059082
399,31.70375633239746
400,36.345699310302734
401,19.008819580078125
402,36.51820373535156
403,55.504966735839844
404,25.901477813720703
405,78.94615173339844
406,28.102378845214844
407,36.12410354614258
408,25.526456832885742
409,12.737409591674805
410,26.214637756347656
411,44.30729293823242
412,63.38981246948242
413,60.041744232177734
414,73.78495025634766
415,30.33827781677246
416,72.67129516601562
417,44.88642501831055
418,70.19656372070312
419,44.969146728515625
420,82.21885681152344
421,66.70478057861328
422,39.575496673583984
423,31.411327362060547
424,37.42028045654297
425,60.00017547607422
426,40.46752166748047
427,73.47203063964844
428,40.8724250793457
429,37.37547302246094
430,39.1875
431,24.323711395263672
432,38.01652908325195
433,56.03828811645508
434,30.989334106445312
435,81.4654541015625
436,34.157657623291016
437,41.35542678833008
438,30.08882713317871
439,16.80636978149414
440,30.91004753112793
441,46.68695831298828
442,60.79682159423828
443,61.81771469116211
444,82.33675384521484
445,31.39478874206543
446,80.49006652832031
447,46.27544403076172
448,78.21751403808594
449,45.7904052734375
450,87.50381469726562
451,67.0500717163086
452,36.521324157714844
453,29.860111236572266
454,33.92855453491211
455,60.524559020996094
456,36.52374267578125
457,72.62946319580078
458,37.766273498535156
459,36.07448959350586
460,34.934593200683594
461,23.92405891418457
462,34.31282043457031
463,59.499515533447266
464,27.906198501586914
465,78.8875503540039
466,28.319839477539062
467,38.183536529541016
468,26.62079429626465
469,18.688539505004883
470,24.27808952331543
471,47.770999908447266
472,49.500064849853516
473,59.68073654174805
474,72.19995880126953
475,31.655027389526367
476,70.40753173828125
477,46.081844329833984
478,66.05803680419922
479,45.59454345703125
480,76.42453002929688
481,66.0123519897461
482,37.811729431152344
483,29.497953414916992
484,36.70096206665039
485,59.8481330871582
486,38.649391174316406
487,72.7116928100586
488,38.93781280517578
489,36.021175384521484
490,37.913116455078125
491,23.01010513305664
492,37.28070831298828
493,55.29623031616211
494,29.626365661621094
495,80.99927520751953
496,33.26526641845703
497,42.223388671875
498,28.8795166015625
499,14.959931373596191
500,31.306995391845703
501,48.578800201416016
502,58.252872467041016
503,60.85350036621094
504,79.45813751220703
505,32.65058898925781
506,78.8640365600586
507,47.44538497924805
508,73.8486099243164
509,46.935768127441406
510,86.5841293334961
511,63.61506652832031
512,35.91752624511719
513,31.135766983032227
514,37.643531799316406
515,58.61998748779297
516,36.93088150024414
517,69.0399169921875
518,35.76210021972656
519,36.254215240478516
520,38.008304595947266
521,25.42408561706543
522,38.0461540222168
523,56.49557113647461
524,29.553640365600586
525,75.33973693847656
526,28.675586700439453
527,39.305747985839844
528,30.18964195251465
529,18.257671356201172
530,31.554834365844727
531,49.972774505615234
532,60.725486755371094
533,63.6376953125
534,70.96302795410156
535,33.82496643066406
536,72.39503479003906
537,49.3487434387207
538,68.62466430664062
539,49.20532989501953
540,78.60040283203125
541,64.52007293701172
542,35.29096603393555
543,30.095247268676758
544,36.77632141113281
545,58.45219421386719
546,36.21155548095703
547,70.14752960205078
